RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Dependents,Tenure,Balance,NumOfProducts,IsActiveMember,EstimatedSalary,MonthlyCharges,TotalCharges,PaymentMethod,Exited
3306,15574072,Ch'ien,786,France,Female,62,No,8,0,1,1,165702.64,94.75,3653,Electronic check,0
3307,15633854,Sun,654,France,Female,40,Yes,3,0,2,0,167889.1,80,241.3,Electronic check,0
3308,15618566,Jamieson,572,France,Female,38,Yes,7,0,2,1,133122.62,79.65,3870.3,Electronic check,0
3309,15733014,Nolan,813,France,Female,62,No,10,64667.95,2,1,140454.14,25.2,387.9,Mailed check,0
3310,15753343,Barry,523,France,Female,28,No,2,121164.11,1,1,59938.81,19.9,527.5,Credit card (automatic),0
3311,15746076,Saunders,506,Spain,Male,50,No,3,0,2,0,12016.79,78.45,78.45,Electronic check,0
3312,15608226,McMorran,513,Spain,Male,72,No,3,98903.06,1,1,81251.24,44.8,2104.55,Electronic check,0
3313,15605684,Phelan,664,France,Female,31,No,7,104158.84,1,0,134169.85,20.3,20.3,Mailed check,0
3314,15638988,Fu,684,France,Male,54,No,6,0,2,1,94888.6,19.2,19.2,Electronic check,0
3315,15628767,Hotchin,608,Spain,Female,63,No,3,139529.93,2,1,175696.16,80.05,3019.1,Electronic check,1
3316,15737977,Aksyonov,527,France,Female,25,No,6,0,2,1,96758.58,107.35,7051.95,Bank transfer (automatic),0
3317,15758116,Rossi,666,France,Male,53,No,5,64646.7,1,0,128019.48,47.85,1190.5,Bank transfer (automatic),1
3318,15575119,Hughes,779,France,Male,71,No,3,0,2,1,146895.36,70.8,4448.8,Credit card (automatic),1
3319,15625126,Duncan,629,France,Female,40,No,6,0,2,1,139356.3,29.5,255.25,Mailed check,0
3320,15567114,McGarry,430,France,Male,35,No,1,118894.22,1,0,2923.61,70.75,146.9,Electronic check,0
3321,15672242,Aksenov,712,France,Male,24,No,2,0,1,1,121232.51,59.1,1011.05,Credit card (automatic),0
3322,15681327,Akhtar,682,France,Male,30,No,9,0,2,1,2053.42,25.55,1714.95,Mailed check,0
3323,15802585,Pisani,634,France,Female,41,No,8,68213.99,1,1,6382.46,84.45,762.5,Electronic check,0
3324,15740630,Pisano,487,Spain,Female,31,Yes,1,0,2,0,158750.13,20.25,535.35,Mailed check,0
3325,15815420,McDaniels,808,Spain,Male,47,No,8,139196,1,1,74028.36,75.55,75.55,Electronic check,0
3326,15711468,Tennant,527,France,Female,32,No,7,0,2,1,44099.75,85.65,338.9,Electronic check,0
3327,15799626,Donaghy,637,Germany,Male,50,No,4,126345.55,1,1,17323,70.15,2497.35,Credit card (automatic),1
3328,15659325,Todd,802,Spain,Male,40,No,5,0,2,1,175043.69,95.3,6273.4,Electronic check,0
3329,15651352,Tobenna,529,France,Female,38,No,2,0,1,0,146388.85,70.25,70.25,Electronic check,1
3330,15684925,Vicars,850,France,Female,43,No,3,0,2,0,2465.8,50.3,908.75,Mailed check,0
3331,15657439,Chao,738,France,Male,18,No,4,0,2,1,47799.15,97.8,4913.3,Electronic check,0
3332,15574122,Tien,817,France,Male,34,Yes,5,129278.43,1,0,165562.84,19.85,0,Mailed check,0
3333,15720508,Hsing,735,France,Male,31,No,3,119558.35,1,0,72927.68,46.3,46.3,Mailed check,0
3334,15599078,Yang,619,Germany,Female,41,Yes,5,92467.58,1,0,38270.47,19.35,212.3,Bank transfer (automatic),0
3335,15702300,Walker,671,France,Male,27,No,5,0,2,0,120893.07,106.3,4443.45,Electronic check,0
3336,15660735,T'ang,581,Spain,Female,31,No,6,0,2,0,188377.21,25,316.2,Electronic check,0
3337,15671390,Chukwukere,690,Spain,Male,36,Yes,10,0,2,0,55902.93,20.3,1079.05,Mailed check,0
3338,15647385,Ch'iu,579,Spain,Male,56,No,4,99340.83,1,0,4523.74,75.35,564.65,Electronic check,1
3339,15739223,Pai,688,Spain,Female,24,No,3,0,2,1,102195.16,89.4,1095.65,Electronic check,0
3340,15631305,Franklin,599,Spain,Female,28,Yes,4,126833.79,2,0,60843.09,88,6161.9,Credit card (automatic),1
3341,15809263,Y?,729,Germany,Male,29,No,5,109676.52,1,1,25548.47,83.15,446.05,Credit card (automatic),0
3342,15640866,Peng,718,France,Female,29,No,3,0,1,1,134462.29,43.8,2106.05,Mailed check,0
3343,15775663,Otitodilichukwu,712,Germany,Male,53,No,6,134729.99,2,1,132702.64,62.05,2511.55,Credit card (automatic),0
3344,15631800,Pagnotto,474,France,Male,37,No,3,98431.37,1,0,75698.44,20.1,318.6,Bank transfer (automatic),0
3345,15654292,Vessels,565,Germany,Male,33,No,8,130368.31,2,0,105642.43,74.15,811.8,Mailed check,0
3346,15648320,Heller,658,France,Female,31,No,7,123974.96,1,0,102153.75,101.35,7323.15,Electronic check,0
3347,15726747,Donaldson,714,France,Male,63,No,4,138082.16,1,1,166677.54,84.05,186.05,Electronic check,0
3348,15694510,Ifeanyichukwu,725,France,Male,45,Yes,1,129855.32,1,0,24218.65,20.9,454,Mailed check,0
3349,15572291,Kao,825,France,Male,40,No,6,132308.22,1,0,117122.5,105.9,7521.95,Electronic check,0
3350,15603465,Dunn,665,Germany,Female,45,No,5,155447.65,2,0,51871.95,99.5,1056.95,Electronic check,1
3351,15685628,Calabresi,670,Spain,Male,35,No,2,124268.64,2,1,84321.03,44.15,44.15,Mailed check,0
3352,15792729,Holland,474,Germany,Female,34,No,9,176311.36,1,0,160213.27,53.9,834.15,Mailed check,0
3353,15767414,Calabresi,591,France,Male,40,No,2,99886.42,2,1,88695.19,85.45,85.45,Mailed check,0
3354,15568044,Butusov,508,France,Female,31,No,7,0,2,1,6123.15,85.05,999.8,Credit card (automatic),0
3355,15751333,Atkinson,695,France,Female,36,No,2,0,2,1,167749.54,44.1,2369.7,Bank transfer (automatic),0
3356,15623062,Vasilyeva,660,Germany,Male,24,No,5,85089.3,1,1,71638,90.2,6297.65,Credit card (automatic),0
3357,15713621,Mollison,687,Germany,Male,41,Yes,10,134318.21,2,1,198064.52,50.85,239.55,Mailed check,0
3358,15670668,Webb,658,Germany,Male,29,Yes,5,75395.53,2,1,54914.92,59.2,59.2,Electronic check,0
3359,15750638,Obiajulu,705,Germany,Female,33,No,5,116765.7,1,0,190659.17,53.45,1461.45,Mailed check,1
3360,15747878,Aiken,739,Spain,Male,60,No,4,0,1,1,51637.67,19.95,416.4,Mailed check,0
3361,15726796,Brabyn,844,France,Male,38,No,7,111501.66,1,1,119333.38,83.2,1060.6,Electronic check,0
3362,15754952,Su,602,Germany,Female,48,No,7,76595.08,2,0,127095.14,74.65,4869.35,Credit card (automatic),0
3363,15652192,Traeger,759,France,Female,33,No,9,160541.36,2,0,93541.14,54.9,54.9,Electronic check,0
3364,15681924,Ekwueme,747,Germany,Male,38,No,2,129728.6,1,0,89289.54,57.5,3265.95,Bank transfer (automatic),0
3365,15763544,Thompson,673,France,Male,47,No,1,0,2,0,108762.16,103.9,2254.2,Electronic check,0
3366,15764431,Chinwenma,671,Spain,Female,34,No,5,130929.02,4,1,28238.25,19.65,358.15,Mailed check,1
3367,15684010,Tuan,640,Germany,Female,74,No,2,116800.25,1,1,34130.43,93.8,2939.8,Electronic check,0
3368,15648881,Tsai,581,Germany,Male,40,No,0,101016.53,1,1,7926.35,89.25,4652.4,Mailed check,1
3369,15733303,Liu,630,France,Male,67,No,5,0,2,1,27330.27,94.15,4408.45,Electronic check,0
3370,15643294,Robinson,703,France,Female,33,No,8,190566.65,1,1,79997.14,55.6,580.8,Electronic check,0
3371,15749905,Carr,698,Spain,Female,47,Yes,6,0,1,0,50213.81,48.7,2495.2,Bank transfer (automatic),1
3372,15625175,Palerma,742,Germany,Female,43,Yes,6,97067.69,1,1,60920.03,19.25,180.3,Mailed check,1
3373,15643967,Chineze,652,France,Female,37,No,4,92208.54,1,1,197699.8,104.9,5913.95,Bank transfer (automatic),1
3374,15578251,Fang,644,France,Male,37,No,2,186347.97,2,0,92809.73,75.45,158.4,Mailed check,0
3375,15772573,Simpson,735,Spain,Male,55,No,2,103176.62,1,1,163516.16,54.85,104.2,Mailed check,0
3376,15733234,Moretti,777,France,Female,58,Yes,4,0,1,1,62449.07,19.9,1389.35,Bank transfer (automatic),1
3377,15721582,Hale,644,Germany,Female,40,Yes,4,77270.08,2,1,115800.1,19.4,19.4,Mailed check,1
3378,15628219,Benson,665,Germany,Female,37,No,3,111911.63,1,1,110359.68,25.05,1629.2,Credit card (automatic),1
3379,15571302,Estep,529,Germany,Male,72,No,5,94216.05,1,1,78695.68,84.45,6033.1,Mailed check,0
3380,15637178,Mishina,803,Spain,Female,45,No,7,0,2,1,128378.04,19.3,44.4,Mailed check,0
3381,15601184,Abramovich,604,Spain,Female,26,No,3,0,2,0,155248.62,95.1,95.1,Electronic check,0
3382,15629511,Lavrentiev,738,France,Male,49,No,6,106770.82,1,0,123499.27,79.85,3320.75,Bank transfer (automatic),0
3383,15570629,Alexeyeva,655,Germany,Female,72,Yes,5,138089.97,2,1,99920.41,25.55,1867.7,Credit card (automatic),0
3384,15665766,T'ang,698,Germany,Male,39,No,9,133191.19,2,1,53289.49,75.5,438,Electronic check,0
3385,15693732,Kilgour,775,France,Female,66,Yes,9,0,2,1,67622.34,73.75,325.45,Electronic check,0
3386,15765982,Chin,735,France,Male,41,No,7,74135.85,1,1,11783.1,96.05,1148.1,Electronic check,1
3387,15582016,Fiorentini,766,Spain,Male,41,No,6,99208.46,2,0,62402.38,68.4,3972.25,Electronic check,0
3388,15798024,Lori,537,Germany,Male,84,No,8,92242.34,1,1,186235.98,20.65,155.9,Mailed check,0
3389,15588622,Marchesi,599,Germany,Male,25,No,7,108380.72,1,1,79005.95,55.15,3673.15,Mailed check,0
3390,15724863,Sheppard,420,Spain,Female,55,No,4,91893.32,1,0,144870.28,70.6,70.6,Mailed check,1
3391,15618213,Nnanna,674,France,Female,32,No,7,85757.93,1,1,95481,19.95,1126.75,Credit card (automatic),0
3392,15780411,Norris,570,France,Female,46,No,3,0,2,0,820.46,19,73.45,Mailed check,0
3393,15725429,Vincent,623,Germany,Male,33,Yes,8,96759.42,1,1,174777.98,44.1,2413.05,Mailed check,0
3394,15600626,Bradley,710,France,Male,30,No,6,0,2,1,8991.17,107.6,6912.7,Bank transfer (automatic),0
3395,15668460,Bellucci,466,France,Male,29,No,6,0,2,1,2797.27,61.55,1581.95,Electronic check,0
3396,15576263,Clements,759,France,Female,22,No,5,0,1,0,22303.17,90.7,5586.45,Bank transfer (automatic),0
3397,15720354,Knowles,581,France,Male,71,Yes,4,0,2,1,197562.08,99.25,5846.65,Credit card (automatic),0
3398,15691624,Chidiebere,820,France,Male,33,No,2,132150.26,2,0,23067.97,91.7,6424.7,Electronic check,0
3399,15793196,Kelly,759,France,Male,41,Yes,9,0,2,1,190294.12,100.7,6018.65,Credit card (automatic),0
3400,15633352,Okwukwe,628,France,Female,31,No,6,175443.75,1,0,113167.17,78.45,3373.4,Credit card (automatic),1
3401,15750874,Onyemere,676,France,Male,31,No,3,78990.15,1,1,124777.14,84.3,1537.9,Bank transfer (automatic),0
3402,15588923,Murphy,591,France,Female,33,No,4,113743.37,1,0,124625.08,19.55,1080.55,Bank transfer (automatic),0
3403,15715745,Elliott,690,France,Female,26,No,5,157624.84,1,1,49599.27,88.95,355.2,Electronic check,0
3404,15611800,Loggia,624,France,Female,62,No,7,125163.62,2,1,151411.5,20.45,82.85,Credit card (automatic),0
3405,15576928,Walsh,573,France,Female,23,Yes,2,0,1,0,122964.18,55.6,2016.45,Credit card (automatic),0
3406,15793693,Mahomed,694,France,Male,60,Yes,9,0,1,1,57088.97,86.8,5327.25,Bank transfer (automatic),0
3407,15581252,Dolgorukova,632,Spain,Female,29,No,7,80922.75,1,0,7820.78,20.95,683.25,Mailed check,0
3408,15797760,Bogdanov,632,France,Male,40,No,3,193354.86,2,0,149188.41,20.05,1263.05,Bank transfer (automatic),0
3409,15790564,She,832,Germany,Female,40,No,9,107648.94,2,1,134638.97,50.7,151.3,Credit card (automatic),0
3410,15593736,Cook,598,Germany,Female,46,No,7,131769.04,1,0,184980.23,113.65,7714.65,Electronic check,1
3411,15595937,Bruno,430,Germany,Male,36,No,1,138992.48,2,0,122373.42,53.4,188.7,Credit card (automatic),0
3412,15815628,Moysey,711,France,Female,37,No,8,113899.92,1,0,80215.2,101.9,5549.4,Electronic check,0
3413,15782802,Beneventi,582,Germany,Male,26,Yes,6,114450.32,1,1,14081.64,59.5,130.5,Mailed check,0
3414,15627412,Ferri,605,France,Male,39,Yes,3,0,2,0,199390.45,87.8,2621.75,Credit card (automatic),0
3415,15734609,Skinner,657,France,Female,37,No,2,0,2,1,7667.48,41.9,1875.25,Mailed check,0
3416,15710689,Angel,578,Spain,Male,40,Yes,6,63609.92,1,0,74965.61,83,5685.8,Electronic check,1
3417,15565806,Toosey,532,France,Male,38,Yes,9,0,2,0,30583.95,69.85,837.5,Mailed check,0
3418,15815530,Chin,612,France,Female,42,Yes,10,75497.51,1,0,149682.78,56.3,401.5,Bank transfer (automatic),0
3419,15632272,Lung,792,France,Female,42,No,2,0,2,0,92664.09,109.55,6118.95,Electronic check,0
3420,15684103,Mellor,674,France,Female,26,Yes,10,0,2,1,138423.1,92.15,6480.9,Mailed check,0
3421,15654519,Hassall,680,France,Male,31,No,1,0,2,1,3148.2,69.5,1800.05,Bank transfer (automatic),0
3422,15767722,Richardson,593,France,Female,39,No,0,117704.73,1,0,197933.5,97,7104.2,Bank transfer (automatic),0
3423,15654346,Poninski,679,Germany,Male,35,No,1,130463.55,2,1,37341.17,58.35,4214.25,Bank transfer (automatic),0
3424,15660147,Dore,493,Spain,Male,32,Yes,8,46161.18,1,1,79577.4,50.6,50.6,Mailed check,0
3425,15814998,Bonham,688,Spain,Male,42,No,5,0,2,0,197602.29,89.5,863.1,Electronic check,0
3426,15802207,Ibezimako,769,Germany,Male,43,Yes,4,110182.54,2,1,87537.32,70.4,1992.2,Bank transfer (automatic),0
3427,15658668,Hunter,581,Spain,Male,49,No,10,0,2,0,41623.59,69.8,69.8,Electronic check,0
3428,15715079,Bold,465,France,Male,41,No,9,117221.15,1,0,168280.95,94.3,1948.35,Electronic check,0
3429,15570360,Wan,641,France,Female,35,No,4,0,2,0,125986.18,93.8,4750.95,Bank transfer (automatic),0
3430,15674678,Bradley,731,Germany,Female,43,Yes,9,79120.27,1,0,548.52,19.55,1007.9,Bank transfer (automatic),1
3431,15780925,Tretyakova,625,France,Male,37,Yes,1,177069.24,2,1,96088.54,95.95,5036.9,Electronic check,0
3432,15688193,Graham,468,France,Male,36,No,3,61636.97,1,0,107787.42,101.05,2391.8,Electronic check,0
3433,15778219,Izmailov,790,France,Male,26,No,5,0,1,0,20510.79,94.8,6859.05,Credit card (automatic),0
3434,15696514,Calabrese,587,Germany,Female,37,No,6,104414.03,1,0,192026.02,107.75,6521.9,Electronic check,0
3435,15712303,Valentin,692,France,Male,66,No,4,159732.02,1,1,118188.15,54.6,617.85,Mailed check,0
3436,15719090,Osonduagwuike,676,Germany,Female,34,No,4,89437.03,1,1,189540.95,71.3,157.75,Credit card (automatic),0
3437,15735632,Williamson,571,France,Male,41,No,8,0,1,1,63736.17,19.5,516.3,Bank transfer (automatic),0
3438,15619436,Pan,700,France,Female,32,No,3,0,1,0,95740.37,56.3,2364,Credit card (automatic),0
3439,15722404,Carpenter,445,France,Female,30,No,3,0,2,1,127939.19,94.7,1687.95,Electronic check,0
3440,15662063,McIver,746,France,Male,36,No,7,142400.77,1,1,193438.69,104.15,7689.95,Bank transfer (automatic),0
3441,15745605,Trevisan,722,France,Female,47,Yes,2,88011.4,1,1,90655.94,90.55,6239.05,Credit card (automatic),1
3442,15636658,Rozhkova,596,France,Male,36,Yes,2,0,2,1,12067.39,60.8,2042.05,Mailed check,0
3443,15784130,He,850,Germany,Female,30,No,8,154870.28,1,1,54191.38,98.8,2807.1,Credit card (automatic),0
3444,15606755,Moretti,597,Spain,Female,46,No,4,0,2,0,58667.16,98.15,4116.8,Credit card (automatic),1
3445,15801699,Fishbourne,436,Spain,Male,43,No,5,0,2,1,35687.43,35.35,1317.95,Mailed check,0
3446,15784097,Gibson,660,Germany,Male,28,No,1,118402.25,2,0,14288.93,103.15,4594.65,Electronic check,0
3447,15764654,Zikoranachidimma,649,France,Male,37,No,9,87374.88,2,1,247.36,107.75,6332.75,Electronic check,0
3448,15612092,Palmer,646,Germany,Male,32,No,8,105397.8,1,0,78111.84,81.4,3213.75,Credit card (automatic),1
3449,15610903,Chukwueloka,560,Spain,Female,31,Yes,5,125341.69,1,0,79547.39,61.45,229.55,Credit card (automatic),0
3450,15705777,Real,710,Germany,Male,49,Yes,10,129164.88,1,1,193266.72,95.7,4976.15,Credit card (automatic),0
3451,15661936,Chikelu,513,France,Male,40,No,3,141004.46,1,0,105028.46,104.8,7308.95,Electronic check,0
3452,15700864,Fiorentini,607,France,Female,21,No,0,0,2,0,116106.52,70.95,4555.2,Bank transfer (automatic),0
3453,15722965,Yefimova,757,France,Male,57,No,3,89079.41,1,1,53179.21,44.95,44.95,Mailed check,1
3454,15737521,Ball,619,Germany,Male,40,No,9,103604.31,2,0,140947.05,97.65,6982.5,Electronic check,0
3455,15814465,Ch'in,612,France,Male,24,Yes,1,182705.05,1,1,171837.06,35.65,1025.15,Mailed check,0
3456,15580988,Odell,842,France,Male,29,No,8,0,2,1,123437.05,90.55,90.55,Electronic check,0
3457,15789974,Enemuo,713,France,Male,33,No,6,94598.48,1,0,197519.66,85.25,5714.2,Mailed check,1
3458,15713370,Hunter,657,Spain,Male,36,No,8,188241.05,2,0,183058.51,19.5,19.5,Mailed check,1
3459,15748673,Nepean,770,France,Female,37,No,9,0,2,0,22710.72,88.8,2274.35,Bank transfer (automatic),0
3460,15754919,Nwebube,773,France,Female,40,Yes,10,0,2,1,69303.15,25.1,789.55,Mailed check,0
3461,15641662,Enticknap,470,Germany,Male,39,No,5,117469.91,2,0,63705.9,100.05,4834,Credit card (automatic),0
3462,15813422,Lu,781,Spain,Male,35,Yes,4,80790.74,1,0,116429.51,55.7,3131.8,Electronic check,0
3463,15713596,Ugochukwu,428,France,Female,62,No,1,107735.93,1,1,58381.77,85.2,602.55,Mailed check,0
3464,15791216,Mann,600,Germany,Male,43,No,8,133379.41,1,0,177378.66,91.15,3369.25,Electronic check,1
3465,15689031,Murphy,697,Spain,Female,37,No,7,168066.87,1,0,35450.53,83.85,2674.15,Bank transfer (automatic),0
3466,15763704,Docherty,692,Germany,Female,43,No,2,69014.49,2,0,164621.43,45.9,199.75,Electronic check,0
3467,15631339,Adams,791,France,Male,28,Yes,4,0,1,0,174435.48,25.1,1790.8,Credit card (automatic),0
3468,15771509,Hirst,538,Germany,Female,42,No,1,98548.62,2,1,94047.75,91.4,449.75,Electronic check,0
3469,15769586,Horan,820,France,Female,49,Yes,1,0,2,1,119087.25,19.7,19.7,Mailed check,0
3470,15656096,Cumbrae-Stewart,679,Spain,Female,26,No,3,76554.06,1,1,184800.27,91.5,1400.3,Electronic check,0
3471,15585280,Kinney,649,France,Female,36,Yes,2,0,2,1,75035.48,51.3,411.6,Credit card (automatic),0
3472,15743582,T'ang,632,France,Female,27,No,3,107375.82,1,1,62703.38,21.1,741,Mailed check,0
3473,15761692,Muir,594,France,Male,40,No,9,122417.17,2,1,190882.69,104.75,5841.35,Electronic check,0
3474,15627840,Toscano,682,France,Female,42,No,0,0,1,1,91981.85,106.15,4512.7,Bank transfer (automatic),1
3475,15778861,Wallace,720,Spain,Male,33,Yes,6,97188.62,1,0,91881.29,85.75,5688.45,Electronic check,0
3476,15770554,Fraser,769,France,Male,31,Yes,4,61297.05,2,1,7118.02,20.3,31.9,Mailed check,0
3477,15806956,Iqbal,746,Spain,Male,30,No,1,112666.67,1,0,11710.4,100.75,6674.65,Electronic check,1
3478,15701908,Nina,623,Spain,Female,40,No,7,0,1,1,25904.12,74.15,1345.75,Electronic check,0
3479,15736990,Chuang,537,France,Male,28,No,3,157842.07,1,0,86911.49,78.55,1843.05,Electronic check,0
3480,15743714,Ch'ien,468,France,Male,46,No,7,91443.75,1,0,10958.18,45.3,196.95,Mailed check,0
3481,15807993,Bruno,588,Germany,Female,30,No,0,110148.49,1,0,5790.9,19.85,1433.8,Credit card (automatic),1
3482,15644686,Kennedy,729,Spain,Female,34,No,9,53299.96,2,1,42855.97,50.7,214.55,Electronic check,0
3483,15677377,Lawrence,543,Spain,Male,37,No,3,0,2,1,78915.68,45,865.85,Bank transfer (automatic),0
3484,15626412,Mort,499,Spain,Male,39,No,6,0,2,1,81409,77.8,1358.6,Electronic check,0
3485,15643679,Goliwe,784,Germany,Male,28,No,2,70233.74,2,1,179252.73,83.45,3147.15,Electronic check,0
3486,15728456,Martinez,604,France,Male,33,No,3,0,1,0,42171.13,73.25,131.05,Credit card (automatic),1
3487,15630661,Vasilyev,614,Spain,Female,25,No,10,75212.28,1,0,58965.04,94.8,4535.85,Bank transfer (automatic),0
3488,15734044,Black,671,France,Female,31,Yes,7,41299.03,1,1,102681.32,20.1,1078.75,Bank transfer (automatic),0
3489,15705001,Napolitani,587,Spain,Female,35,No,3,83286.56,1,0,125553.52,59.9,542.4,Mailed check,0
3490,15809817,Ch'en,593,Spain,Male,43,No,10,0,2,0,53478.02,90.1,2312.55,Credit card (automatic),0
3491,15809137,Sagese,453,France,Male,29,Yes,6,0,1,0,198376.02,51.05,415.05,Electronic check,1
3492,15751593,Fraser,570,Germany,Male,35,No,6,85668.59,1,0,105525.36,70.95,3250.45,Electronic check,0
3493,15626491,Hughes,655,France,Female,45,No,7,57327.04,1,1,47349,29.2,98.5,Mailed check,0
3494,15765461,Giles,632,Spain,Male,47,No,3,0,2,0,178822.32,46.6,87.9,Bank transfer (automatic),0
3495,15568120,Lacross,681,France,Female,37,Yes,7,69609.85,1,1,72127.83,85.35,754.65,Bank transfer (automatic),0
3496,15787161,Pisani,591,Germany,Male,46,No,4,129269.27,1,0,163504.33,75.35,75.35,Electronic check,0
3497,15812324,King,779,France,Male,27,No,1,0,2,1,190623.02,74.3,1952.25,Bank transfer (automatic),0
3498,15588944,Maughan,456,France,Female,63,No,1,165350.61,2,0,140758.07,69.3,153.8,Electronic check,1
3499,15694253,Palerma,686,France,Female,41,No,7,152105.57,2,1,132374.41,75.2,3198.6,Electronic check,0
3500,15759566,Tochukwu,617,France,Male,74,No,10,0,2,1,53949.98,20.9,20.9,Mailed check,0
3501,15675675,Slate,850,France,Female,32,No,5,106290.64,1,0,121982.73,94.3,5610.15,Electronic check,0
3502,15802060,Ch'ang,646,Germany,Female,30,Yes,10,100548.67,2,0,136983.77,76.45,4519.5,Mailed check,0
3503,15660505,Romani,735,Germany,Male,46,No,2,106344.95,1,0,114371.33,54,2440.25,Electronic check,1
3504,15782630,Genovese,543,France,Male,35,No,5,137482.19,1,0,62389.35,104.25,6860.6,Electronic check,0
3505,15700710,Chiebuka,490,France,Female,37,Yes,3,116465.53,1,1,24435.77,19.95,1377.7,Bank transfer (automatic),0
3506,15742834,Liao,640,France,Male,45,No,1,0,1,1,10908.33,24.95,190.25,Electronic check,0
3507,15806511,Berry,445,Spain,Male,45,No,10,0,2,1,90977.48,84.75,1651.95,Electronic check,0
3508,15608166,Fallaci,761,France,Male,36,No,9,127637.92,1,1,81062.93,19.75,78.3,Mailed check,0
3509,15614230,T'an,426,France,Female,34,No,3,0,2,1,61230.83,113.65,7939.25,Bank transfer (automatic),0
